score_id,bundle_id,bundle_size,model_version,draw_date,draw_id,strategy,line_id,n1,n2,n3,n4,n5,mega,matched_mains,main_match_count,mega_hit,official_prize_category
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,14,1,18,26,32,44,19,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,15,3,9,14,15,16,27,3,1,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,16,7,9,40,41,47,24,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,balanced,16,3,12,13,19,25,10,3,1,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,balanced,17,24,31,37,43,44,24,37,1,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,aggressive,18,3,8,11,29,36,7,3,1,yes,1+Mega
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,aggressive,19,4,6,17,25,36,21,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,17,10,15,18,21,34,7,10,1,yes,1+Mega
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,aggressive,20,15,23,29,37,38,13,37,1,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,balanced,18,6,24,29,33,35,3,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,balanced,19,4,5,9,20,28,8,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,balanced,20,16,20,23,25,39,15,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,18,11,15,17,46,47,25,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,19,4,23,35,41,46,11,,0,no,No prize
score-2026-07-18-ff12629de997e3c4,slp-2026-07-18-v6-1b2ab3a08f1855e3,60,slp-robust-fair-coverage-v5,2026-07-18,4100,conservative,20,2,7,25,44,45,27,2,1,no,No prize
